legacy_id,objectid,collectionid,display_template,parentid,sequence,pres_file,filename,object_location,image_alt_text,image_small,image_thumb,object_ocr,object_hocr,object_transcript,object_pdf,title,ark,avian_id,uid,call_number,archival_collection,finding_aid_ark,archival_series_title,folder_title,box,folder_num,contributing_institution,contributing_institution_uri,personal_creator,personal_creator_uri,corporate_creator,corporate_creator_uri,interviewee,interviewee_uri,interviewer,interviewer_uri,personal_contributor,personal_contributor_uri,corporate_contributor,corporate_contributor_uri,description,disclaimer,language,chronological_subject,personal_name_subject,personal_name_subject_uri,corporate_name_subject,corporate_name_subject_uri,subject,subject_uri,location,location_uri,latitude,longitude,geodetic_datum,extent,medium,medium_uri,genre,genre_uri,type,format,rights,rightsstatement,date,date_digital,publisher,publisher_uri,issuance,issuance_start,issuance_end,frequency,digital_collection,digital_collection_ark,relation,relation_uri,digital_origin
CWOH_AV03855,cwohav03855,cwoh,audio,,0,goettsch.mp3,goettsch.mp3,https://iastate.aviaryplatform.com/r/7d2q52fq7j,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/cwoh/small/cw_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/cwoh/thumbs/cw_th.jpg,,,,,Interview with Betty Ellen Claybourn Goettsch,https://n2t.net/ark:/87292/w9kp7tz0m,,AV03855,RS 21/7/197,Mary Jean Logan Sweet Curtiss-Wright Engineering Cadettes records,https://n2t.net/ark:/87292/w9851w,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,"Goettsch, Betty Ellen Claybourn",,"Christian, Michele",http://id.loc.gov/authorities/names/no2020071616,,,,,"Oral histories documenting the Curtiss-Wright Engineering Cadettes Program at Iowa State College (University), sponsored by the Curtiss-Wright Corporation during World War II.",,eng,2000s,,,Curtiss-Wright Corporation,http://id.loc.gov/authorities/names/n81058566,World War (1939-1945);Engineering;Aerospace engineering;Women engineering students,http://id.worldcat.org/fast/1180924;http://id.worldcat.org/fast/910312;http://id.worldcat.org/fast/798623;http://id.worldcat.org/fast/1177628,Iowa--Ames,http://id.worldcat.org/fast/1207548,,,,00:42:58,compact discs,http://vocab.getty.edu/aat/300028673,oral histories (literary genre),http://vocab.getty.edu/aat/300202595,Sound,audio/mpeg,"To the extent that the donor owns copyright, copyright has been retained by the donor. The donor has granted to Iowa State University and the State of Iowa a limited license to grant publication rights. Copyright in some items in this collection may be held by their respective creators. It is the responsibility of the user to make a final determination of copyright status and conduct their own due diligence regarding their intended use of the material(s) and to identify any permissions required. The user is responsible for obtaining permission from the rights-holder(s) for uses not otherwise permitted by law or regulation.",http://rightsstatements.org/vocab/InC/1.0/,2006-10-26,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Curtiss-Wright Engineering Cadettes oral histories,https://n2t.net/ark:/87292/w99882t5w,,,reformatted digital
CWOH_AV03854,cwohav03854,cwoh,audio,,0,sweet.mp3,sweet.mp3,https://iastate.aviaryplatform.com/r/z892805m5t,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/cwoh/small/cw_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/cwoh/thumbs/cw_th.jpg,,,,,Interview with Mary Jean Logan Sweet,https://n2t.net/ark:/87292/w9fx7446n,,AV03854,RS 21/7/197,Mary Jean Logan Sweet Curtiss-Wright Engineering Cadettes records,https://n2t.net/ark:/87292/w9851w,"Oral history interview of Mary Jean Logan Sweet (1 audio CD), 2006",,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,"Sweet, Mary Jean Logan, 1924-2014",http://id.loc.gov/authorities/names/n2002039039,"Christian, Michele",http://id.loc.gov/authorities/names/no2020071616,,,,,"Oral histories documenting the Curtiss-Wright Engineering Cadettes Program at Iowa State College (University), sponsored by the Curtiss-Wright Corporation during World War II.",,eng,2000s,,,Curtiss-Wright Corporation,http://id.loc.gov/authorities/names/n81058566,World War (1939-1945);Engineering;Aerospace engineering;Women engineering students,http://id.worldcat.org/fast/1180924;http://id.worldcat.org/fast/910312;http://id.worldcat.org/fast/798623;http://id.worldcat.org/fast/1177628,Iowa--Ames,http://id.worldcat.org/fast/1207548,,,,00:53:50,compact discs,http://vocab.getty.edu/aat/300028673,oral histories (literary genre),http://vocab.getty.edu/aat/300202595,Sound,audio/mpeg,"To the extent that the donor owns copyright, copyright has been retained by the donor. The donor has granted to Iowa State University and the State of Iowa a limited license to grant publication rights. Copyright in some items in this collection may be held by their respective creators. It is the responsibility of the user to make a final determination of copyright status and conduct their own due diligence regarding their intended use of the material(s) and to identify any permissions required. The user is responsible for obtaining permission from the rights-holder(s) for uses not otherwise permitted by law or regulation.",http://rightsstatements.org/vocab/InC/1.0/,2006-10-26,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Curtiss-Wright Engineering Cadettes oral histories,https://n2t.net/ark:/87292/w99882t5w,,,reformatted digital
