legacy_id,objectid,collectionid,display_template,parentid,sequence,pres_file,filename,object_location,image_alt_text,image_small,image_thumb,object_ocr,object_hocr,object_transcript,object_pdf,title,ark,avian_id,uid,call_number,archival_collection,finding_aid_ark,archival_series_title,folder_title,box,folder_num,contributing_institution,contributing_institution_uri,personal_creator,personal_creator_uri,corporate_creator,corporate_creator_uri,interviewee,interviewee_uri,interviewer,interviewer_uri,personal_contributor,personal_contributor_uri,corporate_contributor,corporate_contributor_uri,description,disclaimer,language,chronological_subject,personal_name_subject,personal_name_subject_uri,corporate_name_subject,corporate_name_subject_uri,subject,subject_uri,location,location_uri,latitude,longitude,geodetic_datum,extent,medium,medium_uri,genre,genre_uri,type,format,rights,rightsstatement,date,date_digital,publisher,publisher_uri,issuance,issuance_start,issuance_end,frequency,digital_collection,digital_collection_ark,relation,relation_uri,digital_origin
PammelCourt_37,pammelcourt37,pammelcourt,simple,,0,RS7_4_3_b3_1946_Possession001.tif,rs7_4_3_b3_1946_possession001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/rs7_4_3_b3_1946_possession001.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/rs7_4_3_b3_1946_possession001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/rs7_4_3_b3_1946_possession001_th.jpg,,,,,Iowa State College takes possession of Pammel Court,https://n2t.net/ark:/87292/w9qp47,,,RS 7/4,"Iowa State University. Department of Residence records, 1899-2017",https://n2t.net/ark:/87292/w95488,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"On September 1st, 1948, the federal government, which had subsidized Pammel Court's housing and furniture since 1946, turned over the housing project to Iowa State College. From that date forward, Iowa State would keep the revenue generated from married student housing. The initial housing subsidy by the federal government left the college with a large-scale revenue generating device in Pammel Court. Without having to incur the construction costs of providing married housing, the school could invest its resources elsewhere on campus.",,eng,,,,,,Student housing;College students,http://id.worldcat.org/fast/1135919;http://id.worldcat.org/fast/867976,Iowa--Story County;Iowa;Iowa--Ames,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835;http://id.worldcat.org/fast/1207548,,,,,,,transcripts,http://vocab.getty.edu/aat/300027388,Image,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1948-08-27,2016-10-31,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
PammelCourt_38,pammelcourt38,pammelcourt,simple,,0,RS7_4_12_b11_f9_Resolution001.tif,rs7_4_12_b11_f9_resolution001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/rs7_4_12_b11_f9_resolution001.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/rs7_4_12_b11_f9_resolution001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/rs7_4_12_b11_f9_resolution001_th.jpg,,,,,Resolution for abandonment,https://n2t.net/ark:/87292/w9kw29,,,RS 7/4/12,Julian C. Schilletter Papers,https://n2t.net/ark:/87292/w91f50,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"The estimated life-span of Pammel Court when it opened in 1946 was five years. By the time of this 1967 document calling for the demolition of many of the original barracks and pre-fabricated units, Pammel Court was already twenty-one years old. This document illustrates the resilience of Pammel Court on the Iowa State landscape. The final demolition of Pammel Court would not begin until the 1997/98 academic school year.",,eng,,,,,,Student housing;College students,http://id.worldcat.org/fast/1135919;http://id.worldcat.org/fast/867976,Iowa--Story County;Iowa;Iowa--Ames,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835;http://id.worldcat.org/fast/1207548,,,,,,,resolutions (administrative records),http://vocab.getty.edu/aat/300027457,Image,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1967,2016-10-22,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
PammelCourt_39,pammelcourt39,pammelcourt,simple,,0,RS7_4_H_b473_f7_PammelCtMayor001.tif,rs7_4_h_b473_f7_pammelctmayor001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/rs7_4_h_b473_f7_pammelctmayor001.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/rs7_4_h_b473_f7_pammelctmayor001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/rs7_4_h_b473_f7_pammelctmayor001_th.jpg,,,,,Pammel Court Mayor Robert Geppert,https://n2t.net/ark:/87292/w9g59s,,,RS 7/4,"Iowa State University. Department of Residence records, 1899-2017",https://n2t.net/ark:/87292/w95488,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"Robert Geppert, shown here in uniform washing clothes, was the mayor of Pammel Court in 1946.",,zxx,,,,,,Student housing;College students,http://id.worldcat.org/fast/1135919;http://id.worldcat.org/fast/867976,Iowa--Story County;Iowa;Iowa--Ames,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835;http://id.worldcat.org/fast/1207548,,,,,,,photographs,http://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1946,2016-11-18,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
PammelCourt_40,pammelcourt40,pammelcourt,simple,,0,RS7_3_11_b51_f26_HousingProject001.tif,rs7_3_11_b51_f26_housingproject001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/rs7_3_11_b51_f26_housingproject001.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/rs7_3_11_b51_f26_housingproject001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/rs7_3_11_b51_f26_housingproject001_th.jpg,,,,,Pammel Court Housing Project,https://n2t.net/ark:/87292/w9bc7v,,,RS 7/3/11,"Maurice D. Helser papers, 1907-2003 (bulk 1930-1953)",https://n2t.net/ark:/87292/w98x9h,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,The first page of this letter provides monthly rental figures for Pammel Court in 1946. Pammel Court's early housing units and furniture were subsidized through the Federal Public Housing Authority. Additional housing funds became available through the Veterans' Emergency Housing Act of 1946. Federal involvement helped alleviate Iowa State's housing shortage and kept rental rates low.,,eng,,,,,,Student housing;College students,http://id.worldcat.org/fast/1135919;http://id.worldcat.org/fast/867976,Iowa--Story County;Iowa;Iowa--Ames,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835;http://id.worldcat.org/fast/1207548,,,,,,,correspondence,http://vocab.getty.edu/aat/300026877,Image,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1946,2016-11-16,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
PammelCourt_41,pammelcourt41,pammelcourt,simple,,0,07-04-I_DeptRes_0489-002-004.tif,07-04-i_deptres_0489-002-004.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/07-04-i_deptres_0489-002-004.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/07-04-i_deptres_0489-002-004_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/07-04-i_deptres_0489-002-004_th.jpg,,,,,Quonset hut under construction,https://n2t.net/ark:/87292/w96p4k,,,RS 7/4,"Iowa State University. Department of Residence records, 1899-2017",https://n2t.net/ark:/87292/w95488,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,"Benn, Chuck (Charles Laverne), 1918-2012",,,,,,,,,,,,"One of 50 Quonset Huts erected in Pammel Court in the late 1940s, the construction of this hut illustrates the impermanent quality of the units, as corrugated metal is being applied to a steel frame. After Iowa State College exhausted its search for trailers and demonstrable houses, the school turned to Navy surplus for the Quonset Huts. Each hut housed two families and contained two bedrooms.",,zxx,,,,,,Student housing;College students,http://id.worldcat.org/fast/1135919;http://id.worldcat.org/fast/867976,Iowa--Story County;Iowa;Iowa--Ames,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835;http://id.worldcat.org/fast/1207548,,,,,,,photographs,http://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by U.S. copyright and/or related rights. It is being made available by Iowa State University as its copyright holder for non-commercial use, including sharing and adapting the work. No permission is required for non-commercial use",https://creativecommons.org/licenses/by-nc/4.0/,1946,2016-11-18,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
PammelCourt_42,pammelcourt42,pammelcourt,simple,,0,07-04-I_DeptRes_0489-002-001.tif,07-04-i_deptres_0489-002-001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/07-04-i_deptres_0489-002-001.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/07-04-i_deptres_0489-002-001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/07-04-i_deptres_0489-002-001_th.jpg,,,,,Woman and child,https://n2t.net/ark:/87292/w9301m,,,RS 7/4,"Iowa State University. Department of Residence records, 1899-2017",https://n2t.net/ark:/87292/w95488,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,"Benn, Chuck (Charles Laverne), 1918-2012",,,,,,,,,,,,"""Mrs. James McDonald and 11 month old Kirk sun themselves on an army poncho in front of their house. Betsey, a science student, met her husband while she was a WAVE. Her husband is a graduate student. Neighbors care for Kirk while his mother attends class."" Children played a major role in daily life at Pammel Court, as birth rates rose significantly in the years after World War Two. Reflective of a national trend in rising births, the photograph of a woman with her young child outside of their Pammel Court residence illustrates the significance of the ""Baby Boom"" to Iowa State and the city of Ames.",,zxx,,,,,,Student housing;College students,http://id.worldcat.org/fast/1135919;http://id.worldcat.org/fast/867976,Iowa--Story County;Iowa;Iowa--Ames,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835;http://id.worldcat.org/fast/1207548,,,,,,,photographs,http://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,2016-11-16,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
PammelCourt_43,pammelcourt43,pammelcourt,simple,,0,12.tif,12.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/12.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/12_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/12_th.jpg,,,,,One bedroom barracks floor plan,https://n2t.net/ark:/87292/w9z594,,,,Pammel Court Map and Blueprints,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"Even by immediate post-World War Two housing standards, living spaces in Pammel Court were considered small. The Quonset Huts, due to the curvature of the exterior wall, felt even smaller than the floor plan conveys in its two-dimensional format. Almost concurrent to their placement in Pammel Court, residents began modifying the units to add additional living space. The most common addition was a small enclosed porch that served to shelter the interior space from a rush of cold air in the winter.",,eng,,,,,,Student housing;College students,http://id.worldcat.org/fast/1135919;http://id.worldcat.org/fast/867976,Iowa--Story County;Iowa;Iowa--Ames,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835;http://id.worldcat.org/fast/1207548,,,,,,,floor plans (orthographic projections),http://vocab.getty.edu/aat/300034158,Image,image/jpeg,The copyright holder of the source for this item is unknown. Iowa State University has provided digital access to this material for research and personal use in accordance with 17 U.S. Code 107-108. Commercial use or distribution of the item requires permission from the rights-holder.,http://rightsstatements.org/vocab/InC/1.0/,,2017-03-02,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
PammelCourt_44,pammelcourt44,pammelcourt,simple,,0,07-04-I_DeptRes_0489-002-006.tif,07-04-i_deptres_0489-002-006.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/07-04-i_deptres_0489-002-006.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/07-04-i_deptres_0489-002-006_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/07-04-i_deptres_0489-002-006_th.jpg,,,,,Early street view of Pammel Court,https://n2t.net/ark:/87292/w9tg6v,,,RS 7/4,"Iowa State University. Department of Residence records, 1899-2017",https://n2t.net/ark:/87292/w95488,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,"Benn, Chuck (Charles Laverne), 1918-2012",,,,,,,,,,,,"Demountable houses were prefabricated units designed as temporary living quarters for defense workers in World War Two. Iowa State College, with help from the Federal Public Housing Authority, relocated 79 demountable units from former defense plants in the Midwest to the Ames Campus. Note the close proximity of the units and the unpaved streets.",,zxx,,,,,,Student housing;College students,http://id.worldcat.org/fast/1135919;http://id.worldcat.org/fast/867976,Iowa--Story County;Iowa;Iowa--Ames,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835;http://id.worldcat.org/fast/1207548,,,,,,,photographs,http://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1946,2016-11-18,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
PammelCourt_45,pammelcourt45,pammelcourt,simple,,0,RS7_3_11_b51_f26_Soulberger001.tif,rs7_3_11_b51_f26_soulberger001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/rs7_3_11_b51_f26_soulberger001.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/rs7_3_11_b51_f26_soulberger001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/rs7_3_11_b51_f26_soulberger001_th.jpg,,,,,Dean Maurice Helser letter to Dean F.G. Sculberger,https://n2t.net/ark:/87292/w9pp4x,,,RS 7/3/11,"Maurice D. Helser papers, 1907-2003 (bulk 1930-1953)",https://n2t.net/ark:/87292/w98x9h,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"By 1947, schools throughout the Midwest looked to Iowa State College as a model for how to provide housing for returning veterans and their families. In this letter, Dean Helser is providing Northwestern's Dean of Students with information on how Iowa State College received federal help to build Pammel Court, and how the housing units operate in a campus setting.",,eng,,,,,,Student housing;College students,http://id.worldcat.org/fast/1135919;http://id.worldcat.org/fast/867976,Iowa--Story County;Iowa;Iowa--Ames,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835;http://id.worldcat.org/fast/1207548,,,,,,,correspondence,http://vocab.getty.edu/aat/300026877,Image,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,2016-11-18,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
PammelCourt_46,pammelcourt46,pammelcourt,simple,,0,13.tif,13.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/13.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/13_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/13_th.jpg,,,,,Demountable house floor plan,https://n2t.net/ark:/87292/w9k01z,,,,Pammel Court Map and Blueprints,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,A demountable house floor plan.,,eng,,,,,,Student housing;College students,http://id.worldcat.org/fast/1135919;http://id.worldcat.org/fast/867976,Iowa--Story County;Iowa;Iowa--Ames,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835;http://id.worldcat.org/fast/1207548,,,,,,,floor plans (orthographic projections),http://vocab.getty.edu/aat/300034158,Image,image/jpeg,The copyright holder of the source for this item is unknown. Iowa State University has provided digital access to this material for research and personal use in accordance with 17 U.S. Code 107-108. Commercial use or distribution of the item requires permission from the rights-holder.,http://rightsstatements.org/vocab/InC/1.0/,,2017-03-02,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
PammelCourt_47,pammelcourt47,pammelcourt,simple,,0,14.tif,14.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/14.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/14_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/14_th.jpg,,,,,Two bedroom quonset hut floor plan,https://n2t.net/ark:/87292/w9f59g,,,,Pammel Court Map and Blueprints,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,A floorplan modeling a two bedroom quonset hut.,,eng,,,,,,Student housing;College students,http://id.worldcat.org/fast/1135919;http://id.worldcat.org/fast/867976,Iowa--Story County;Iowa;Iowa--Ames,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835;http://id.worldcat.org/fast/1207548,,,,,,,floor plans (orthographic projections),http://vocab.getty.edu/aat/300034158,Image,image/jpeg,The copyright holder of the source for this item is unknown. Iowa State University has provided digital access to this material for research and personal use in accordance with 17 U.S. Code 107-108. Commercial use or distribution of the item requires permission from the rights-holder.,http://rightsstatements.org/vocab/InC/1.0/,,2016-11-18,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
PammelCourt_48,pammelcourt48,pammelcourt,simple,,0,RS7_4_12_b11_f11_Constitution001.tif,rs7_4_12_b11_f11_constitution001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/rs7_4_12_b11_f11_constitution001.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/rs7_4_12_b11_f11_constitution001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/rs7_4_12_b11_f11_constitution001_th.jpg,,,,,Pammel Court constitution,https://n2t.net/ark:/87292/w99g66,,,RS 7/4/12,Julian C. Schilletter Papers,https://n2t.net/ark:/87292/w91f50,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"The Pammel Court Constitution was the principal document concerning community life for the married student housing units. The Constitution was periodically updated, or even re-written, to reflect the changing needs of Pammel residents. This version from 1957 is of special note because it refers to Pammel Court as the city in Section 1. Although Pammel Court was not an actual incorporated city, the wording illustrates how residents viewed themselves as a community with its own government.",,eng,,,,,,Student housing;College students,http://id.worldcat.org/fast/1135919;http://id.worldcat.org/fast/867976,Iowa--Story County;Iowa;Iowa--Ames,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835;http://id.worldcat.org/fast/1207548,,,,,,,constitutions,http://vocab.getty.edu/aat/300027437,Image,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1957,2016-10-31,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
PammelCourt_49,pammelcourt49,pammelcourt,simple,,0,RS7_4_12_b11_f16_Newsletter001.tif,rs7_4_12_b11_f16_newsletter001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/rs7_4_12_b11_f16_newsletter001.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/rs7_4_12_b11_f16_newsletter001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/rs7_4_12_b11_f16_newsletter001_th.jpg,,,,,Pammel Nursery newsletter,https://n2t.net/ark:/87292/w95p48,,,RS 7/4/12,Julian C. Schilletter Papers,https://n2t.net/ark:/87292/w91f50,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,The Pammel Court Nursery School opened with approximately 30 children in 1947 with plans to eventually expand enrollment to 200. A child's enrollment in the school was dependent upon how much work parents performed in building the nursery.,,eng,,,,,,Student housing;College students,http://id.worldcat.org/fast/1135919;http://id.worldcat.org/fast/867976,Iowa--Story County;Iowa;Iowa--Ames,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835;http://id.worldcat.org/fast/1207548,,,,,,,newsletters,http://vocab.getty.edu/aat/300026652,Image,image/jpeg,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,1947,2016-10-31,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
PammelCourt_50,pammelcourt50,pammelcourt,simple,,0,RS7_4_3_b3_1946_Handbook001.tif,rs7_4_3_b3_1946_handbook001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/rs7_4_3_b3_1946_handbook001.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/rs7_4_3_b3_1946_handbook001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/rs7_4_3_b3_1946_handbook001_th.jpg,,,,,Pammel Court West handbook,https://n2t.net/ark:/87292/w92019,,,RS 7/4,"Iowa State University. Department of Residence records, 1899-2017",https://n2t.net/ark:/87292/w95488,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"These handbooks provided new residents of Pammel Court with important information concerning trash pickup and removal, pet policies, and other community policies.",,eng,,,,,,Student housing;College students,http://id.worldcat.org/fast/1135919;http://id.worldcat.org/fast/867976,Iowa--Story County;Iowa;Iowa--Ames,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835;http://id.worldcat.org/fast/1207548,,,,,,,handbooks,http://vocab.getty.edu/aat/300311807,Image,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,2016-10-31,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
PammelCourt_52,pammelcourt52,pammelcourt,simple,,0,RS7_3_11_b51_f26_Incorporation001.tif,rs7_3_11_b51_f26_incorporation001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/rs7_3_11_b51_f26_incorporation001.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/small/rs7_3_11_b51_f26_incorporation001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/pammelcourt/thumbs/rs7_3_11_b51_f26_incorporation001_th.jpg,,,,,Articles of incorporation for Pammel Grocery,https://n2t.net/ark:/87292/w9x59t,,,RS 7/3/11,"Maurice D. Helser papers, 1907-2003 (bulk 1930-1953)",https://n2t.net/ark:/87292/w98x9h,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"The Pammel Court Cooperative Grocery opened in 1946. Known as the co-op, the grocery was operated by veterans and their families and was originally open only to Pammel Court residents. The co-op received national attention nearly as soon as it opened, as colleges and veteran-student organizations sought to open their own cooperative groceries. According to an article in the Iowa State Student, the Pammel co-op received inquiries from the University of Tennessee, the University of Arizona, and the University of Iowa, among others (Iowa State Student, 20 August 1946).",,eng,,,,,,Student housing;College students,http://id.worldcat.org/fast/1135919;http://id.worldcat.org/fast/867976,Iowa--Story County;Iowa;Iowa--Ames,http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1205835;http://id.worldcat.org/fast/1207548,,,,,,,constitutions,http://vocab.getty.edu/aat/300027437,Image,image/jpeg,"The Iowa State University Library has reviewed this item but was unable to make a conclusive determination as to the copyright and related rights status of the item. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/UND/1.0/,1946,2016-10-31,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Pammel Court collection,https://n2t.net/ark:/87292/w9j96089k,,,reformatted digital
